ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
83300	Luxatio Articuli Radiocarpi, Non Complicata                  	S630D	2		19710401	19750331
83300	Luxatio Capitis Ulnae                                        	S630I	1		19750401	19931231
83301	Luxatio Articuli Radiocarpi                                  	S630D	1		19750401	19931231
83301	Luxatio Articuli Ulnae Carpi, Non Complicata                 	S630I	2		19710401	19750331
83302	Luxatio Ossium Carpi                                         	S630E	1		19750401	19931231
83302	Luxatio Ossium Carpi, Non Complicata                         	S630E	2		19710401	19750331
83303	Luxatio Articuli Carpo-Metacarpalis Digiti I                 	S630C	1		19750401	19931231
83308	Luxatio Articuli Manus Alia Definita                         	S630	2	G	19750401	19931231
83308	Luxatio Articuli Manus Alia Definita,Non Complicata          	S630	2	G	19710401	19750331
83309	Luxatio Articuli Manus                                       	S630	1		19750401	19931231
83309	Luxatio Articuli Manus,Non Complicata                        	S630	2		19710401	19750331
83310	Luxatio Articuli Radiocarpi, Complicata                      	S630D	2		19710401	19750331
83311	Luxatio Articuli Ulnae Carpi, Complicata                     	S630I	2		19710401	19750331
83312	Luxatio Ossium Carpi Complicata                              	S630E	2		19710401	19750331
83318	Luxatio Articuli Manus Alia Definita,Complicata              	S630	3	C	19710401	19750331
83319	Luxatio Articuli Manus, Complicata                           	S630	2		19710401	19750331
83390	Luxatio Articuli Radiocarpi, Sequelae                        	T923B	3	E	19710401	19750331
83391	Luxatio Articuli Ulnae Carpi, Sequelae                       	T923B	3	E	19710401	19750331
83392	Luxatio Ossium Carpi,Sequelae                                	T923B	3	E	19710401	19750331
83398	Luxatio Articuli Manus Alia Definita,Sequelae                	T923B	3	E	19710401	19750331
83399	Luxatio Articuli Manus, Sequelae                             	T923B	3	E	19710401	19750331
83400	Luxatio Articuli Metacarpo-Phalangei Digiti I                	S631J	1		19750401	19931231
83401	Luxatio Articuli Interphalangei Digiti I Manus               	S631A	1		19750401	19931231
83402	Luxatio Articuli Metacarpo-Phalangei Digiti Ii-V             	S631	3	A	19750401	19931231
83403	Luxatio Art.Interphal.Proximalis Digiti Ii-V Manus           	S631	3	A	19750401	19931231
83404	Luxatio Articuli Interphalangei Distalis Digiti Ii-V Manus   	S631	3	A	19750401	19931231
83409	Luxatio Articuli Digiti Manus                                	S631	2		19750401	19931231
83409	Luxatio Articuli Digiti Manus, Non Complicata                	S631	2		19710401	19750331
83419	Luxatio Articuli Digiti Manus, Complicata                    	S631	2		19710401	19750331
83499	Luxatio Articuli Digiti Manus, Sequelae                      	T923B	3	E	19710401	19750331
83509	Luxatio Articuli Coxae,Non Complicata                        	S730	2		19710401	19750331
83519	Luxatio Articuli Coxae, Complicata                           	S730	2		19710401	19750331
83599	Luxatio Articuli Coxae                                       	S730	1		19750401	19931231
83599	Luxatio Articuli Coxae, Sequelae                             	T933B	3	E	19710401	19750331
83600	Luxatio Patellae                                             	S830	1		19750401	19931231
83600	Luxatio Patellae,Non Compl.                                  	S830	2		19710401	19750331
83601	Luxatio Articuli Genus Cum Ruptura Menisci,Non Complicata    	S831	3	E	19710401	19750331
83608	Luxatio Articuli Genus Alia Definita,Non Complicata          	S831	2	E	19710401	19750331
83609	Luxatio Articuli Genus                                       	S831	2	D	19750401	19931231
83609	Luxatio Articuli Genus,Non Complicata                        	S831	2	D	19710401	19750331
83610	Luxatio Patellae,Complicata                                  	S830	2		19710401	19750331
83611	Luxatio Articuli Genus Cum Ruptura Menisci,Complicata        	S831	3	E	19710401	19750331
83618	Luxatio Articuli Genus Alia Definita,Complicata              	S831	2		19710401	19750331
83619	Luxatio Articuli Genus, Complicata                           	S831	2		19710401	19750331
83690	Luxatio Patellae,Sequelae                                    	T933B	3	E	19710401	19750331
83691	Luxatio Articuli Genus Cum Ruptura Menisci,Sequelae          	T933B	3	E	19710401	19750331
83698	Luxatio Articuli Genus Alia Definita,Sequelae                	T933B	3	E	19710401	19750331
83699	Luxatio Articuli Genus, Sequelae                             	T933B	3	E	19710401	19750331
83700	Luxatio Ossis Navicularis Pedis,Non Complicata               	S933C	2		19710401	19750331
83708	Luxatio Articuli Talocruralis Alia Definita,Non Complicata   	S930	2		19710401	19750331
83709	Luxatio Articuli Talocruralis, Non Complicata                	S930	2		19710401	19750331
83710	Luxatio Ossis Navicularis Pedis,Complicata                   	S933C	2		19710401	19750331
83718	Luxatio Articuli Talocruralis Alia Definita,Complicata       	S930	2		19710401	19750331
83719	Luxatio Articuli Talocruralis, Complicata                    	S930	2		19710401	19750331
83790	Luxatio Ossis Navicularis Pedis,Sequelae                     	T933B	3	E	19710401	19750331
83798	Luxatio Articuli Talocruralis Alia Definita,Sequelae         	T933B	3	E	19710401	19750331
83799	Luxatio Articuli Talocruralis                                	S930	1	B	19750401	19931231
83799	Luxatio Articuli Talocruralis, Sequelae                      	T933B	3	E	19710401	19750331
83800	Luxatio Articuli Pedis                                       	S933	2		19750401	19931231
83800	Luxatio Articuli Pedis,Non Complicata                        	S933	2		19710401	19750331
83801	Luxatio Articuli Digiti I Pedis                              	S931	2	A	19750401	19931231
83801	Luxatio Articuli Digiti Pedis, Non Complicata                	S931	2		19710401	19750331
83802	Luxatio Articuli Digiti Ii-V Pedis                           	S931	2	A	19750401	19931231
83809	Luxatio Articuli Pedis Et Digiti Pedis                       	S932	3	G	19750401	19931231
83809	Luxatio Articuli Pedis Et Digiti Pedis,Non Complicata        	S932	3	G	19710401	19750331
83810	Luxatio Articuli Pedis, Complicata                           	S933	2		19710401	19750331
83811	Luxatio Articuli Digiti Pedis, Complicata                    	S931	2		19710401	19750331
83819	Luxatio Articuli Pedis Et Digiti Pedis,Complicata            	S932	3	G	19710401	19750331
83890	Luxatio Articuli Pedis, Sequelae                             	T933B	3	E	19710401	19750331
83891	Luxatio Articuli Digiti Pedis, Sequelae                      	T933B	3	E	19710401	19750331
83899	Luxatio Articuli Pedis Et Digiti Pedis,Sequelae              	T933B	3	E	19710401	19750331
83900	Luxatio Articuli Columnae Cervicalis,Non Complicata          	S131A	2	D	19710401	19750331
83909	Luxatio Articuli Columnae Cervicalis                         	S131A	2	D	19750401	19931231
83910	Luxatio Articuli Columnae Cervicalis,Complicata              	S131A	2	D	19710401	19750331
83910	Luxatio Articuli Columnae Thoracalis                         	S231	1		19750401	19931231
83911	Luxatio Articuli Columnae Lumbalis                           	S331A	1		19750401	19931231
83912	Luxatio Articuli Sterni                                      	S232	3		19750401	19931231
83913	Luxatio Articuli Sacroiliaci                                 	S332B	1		19750401	19931231
83914	Ruptura Symphyseos                                           	S334	2	B	19750401	19931231
83915	Luxatio Articuli Sacrococcygei                               	S332A	1		19750401	19931231
83919	Luxatio Articuli Alia Specificata Et Localisata              	T143D	3	C	19750401	19931231
83929	Ruptura Traumatica Disci Intervertebralis                    	S130	5	F	19750401	19931231
83939	Luxatio Articuli (Loco Non Indicato)                         	T143D	2	D	19750401	19861231
83951	Luxatio Articuli Columnae Thoracalis,Non Complicata          	S231	2		19710401	19750331
83952	Luxatio Articuli Columnae Lumbalis,Non Complicata            	S331A	2		19710401	19750331
83953	Rupt.Traum.Disc.Intervertebr. Col.Thoracal.Lumbal.Non Compl. 	S330	5	C	19710401	19750331
83954	Luxatio Articuli Alia Specificata,Non Complicata             	T143D	2		19710401	19750331
83961	Luxatio Articuli Columnae Thoracalis,Complicata              	S231	2		19710401	19750331
83962	Luxatio Articuli Columnae Lumbalis,Complicata                	S331A	2		19710401	19750331
83963	Rupt.Traum.Disc.Intervertebr. Col.Thoracal.Lumbal.Complicata 	S330	5	C	19710401	19750331
83964	Luxatio Articuli Alia Specificata,Complicata                 	T143D	3		19710401	19750331
83979	Luxatio.Multipl.Articul.Luxat. Art.(Loco Non Ind.),Non Compl.	T143D	3	D	19710401	19750331
83989	Luxatio.Multipl.Articul.Luxat.(Loco Non Ind.),Compl.         	T143D	3	D	19710401	19750331
83990	Luxatio Articuli Columnae Cervicalis,Sequelae                	T918	5	E	19710401	19750331
83991	Luxatio Articuli Columnae Thoracalis,Sequelae                	T918	5	E	19710401	19750331
83992	Luxatio Articuli Columnae Lumbalis,Sequelae                  	T918	5	E	19710401	19750331
83993	Rupt.Traum.Disc.Intervertebr. Col.Thoracal.Lumbal.Sequelae   	T918	5	E	19710401	19750331
83994	Luxatio Articuli Alia Specificata,Sequelae                   	T941	5	E	19710401	19750331
83999	Luxatio Articuli (Loco Non Indicato)                         	T143D	2	D	19870101	19931231
83999	Luxatio.Multipl.Articul.Luxat. Art.(Loco Non Ind.),Sequelae  	T94	3	E	19710401	19750331
84000	Distorsio Articuli Humeroscapularis                          	S434	1	B	19750401	19931231
84001	Distorsio Articuli Acromioclavicularis                       	S435	1		19750401	19931231
84002	Distorsio Articuli Sternoclavicularis                        	S436	1		19750401	19931231
84008	Distorsio Cinguli Membri Superioris Alia Definita            	S433	2		19750401	19931231
84009	Distorsio Cinguli Membri Superioris                          	S433	2	G	19750401	19931231
84099	Distors.Art.Humeroscapularis, Axillaris,Brachii              	S437	2		19710401	19750331
84199	Distorsio Articuli Cubiti                                    	S534	1		19750401	19931231
84199	Distorsio Articuli Cubiti, Antebrachii                       	S534	2		19710401	19750331
84200	Distorsio Articuli Radiocarpi Et Manus                       	S635	3	G	19710401	19750331
84200	Distorsio Articuli Radiocarpi Et Manus                       	S635	3	G	19750401	19931231
84201	Distorsio Articuli Digiti Manus                              	S636	1		19710401	19750331
84201	Distorsio Articuli Digiti Manus                              	S636	1		19750401	19931231
84209	Distorsio Articuli Manus, Digiti Manus                       	S637	2	G	19750401	19931231
84209	Distorsio Articuli Manus,Digiti Manus                        	S637	2	G	19710401	19750331
84399	Distorsio Articuli Coxae                                     	S731	1		19750401	19931231
84399	Distorsio Articuli Coxae, Femoris                            	S731	2	E	19710401	19750331
84400	Distorsio Articuli Genus Cum Laesio.Ligament.Collateralium   	S834	2		19710401	19750331
84401	Distorsio Articuli Genus Cum Laesione Ligament.Cruciatorum   	S835	2		19710401	19750331
84402	Laesio Menisci Medialis Genus (Traumatica)                   	S832	3	G	19710401	19750331
84403	Laesio Menisci Lateralis Genus (Traumatica)                  	S832	3	G	19710401	19750331
84404	Laesio Menisci Genus (Traumatica)(Loco Non Indic.)           	S832	3	G	19710401	19750331
84409	Distorsio Articuli Genus, Cruris                             	S836	3		19710401	19750331
84499	Distorsio Articuli Genus                                     	S836	2		19750401	19931231
84500	Distorsio Articuli Talocruralis Et Pedis                     	S934	2		19750401	19931231
84500	Ruptura Tendinis Achilles                                    	S860A	2		19710401	19750331
84501	Distorsio Digiti Pedis                                       	S935	1		19750401	19931231
84501	Ruptura Tendinis Achilles Partialis                          	S860	2		19710401	19750331
84502	Luxatio Tendinum Peroneorum                                  	S863B	2		19710401	19750331
84503	Ruptura Syndesmoseos Interossea Cruris                       	S898A	2		19710401	19750331
84504	Distorsio Articuli Talocruralis Alia Def.                    	S934	2		19710401	19750331
84505	Distorsio Pedis                                              	S936	2	E	19710401	19750331
84506	Distorsio Digiti Pedis                                       	S935	1		19710401	19750331
84509	Distorsio Articuli Talocruralis, Pedis, Digiti Pedis         	S936	2		19710401	19931231
84699	Distorsio Articuli Sacroiliaci                               	S336	1		19710401	19931231
84709	Distorsio Articuli Columnae Cervicalis                       	S134D	1	E	19710401	19931231
84710	Distorsio Articuli Sacrococcygei                             	S337	3	E	19750401	19931231
84719	Distorsio Articuli Columnae Vertebralis Alia Definita        	T092	5		19750401	19931231
84789	Distorsio Articuli Columnae Vertebralis Alia                 	T092	5		19710401	19750331
