"Order","Category","Code","Disease"
"3078","Other road vehicle accidents","E826.0","Pedestrian"
"3079","Other road vehicle accidents","E826.1","Pedal cyclist"
"3080","Other road vehicle accidents","E826.8","Other specified person"
"3081","Other road vehicle accidents","E826.9","Unspecified person"
"3082","Other road vehicle accidents","E827","Other nonmotor road vehicle accident"
"3083","Other road vehicle accidents","E827.0","Pedestrian"
"3084","Other road vehicle accidents","E827.8","Other specified person"
"3085","Other road vehicle accidents","E827.9","Unspecified person"
"3086","Water transport accidents","E830","Accident to watercraft causing submersion"
"3087","Water transport accidents","E830.0","Occupant of small boat"
"3088","Water transport accidents","E830.1","Occupant of other water craft-crew"
"3089","Water transport accidents","E830.2","Occupant of other water craft-other than crew"
"3090","Water transport accidents","E830.3","Dockers, stevedores"
"3091","Water transport accidents","E830.8","Other specified person"
"3092","Water transport accidents","E830.9","Unspecified person"
"3093","Water transport accidents","E831","Accident to watercraft causing other injury"
"3094","Water transport accidents","E831.0","Occupant of small boat"
"3095","Water transport accidents","E831.1","Occupant of other water craft-crew"
"3096","Water transport accidents","E831.2","Occupant of other water craft-other than crew"
"3097","Water transport accidents","E831.3","Dockers, stevedores"
"3098","Water transport accidents","E831.8","Other specified person"
"3099","Water transport accidents","E831.9","Unspecified person"
"3100","Water transport accidents","E832","Other accidental submersion or drowning in water transport"
"3101","Water transport accidents","E832.0","Occupant of small boat"
"3102","Water transport accidents","E832.1","Occupant of other water craft-crew"
"3103","Water transport accidents","E832.2","Occupant of other water craft-other than crew"
"3104","Water transport accidents","E832.3","Dockers, stevedores"
"3105","Water transport accidents","E832.8","Other specified person"
"3106","Water transport accidents","E832.9","Unspecified person"
"3107","Water transport accidents","E833","Fall on stairs or ladders in water transport"
"3108","Water transport accidents","E833.0","Occupant of small boat"
"3109","Water transport accidents","E833.1","Occupant of other water craft-crew"
"3110","Water transport accidents","E833.2","Occupant of other water craft-other than crew"
"3111","Water transport accidents","E833.3","Dockers, stevedores"
"3112","Water transport accidents","E833.8","Other specified person"
"3113","Water transport accidents","E833.9","Unspecified person"
"3114","Water transport accidents","E834","Other fall from one level to another in water transport"
"3115","Water transport accidents","E834.0","Occupant of small boat"
"3116","Water transport accidents","E834.1","Occupant of other water craft-crew"
"3117","Water transport accidents","E834.2","Occupant of other water craft-other than crew"
"3118","Water transport accidents","E834.3","Dockers, stevedores"
"3119","Water transport accidents","E834.8","Other specified person"
"3120","Water transport accidents","E834.9","Unspecified person"
"3121","Water transport accidents","E835","Other and unspecified fall in water transport"
"3122","Water transport accidents","E835.0","Occupant of small boat"
"3123","Water transport accidents","E835.1","Occupant of other water craft-crew"
"3124","Water transport accidents","E835.2","Occupant of other water craft-other than crew"
"3125","Water transport accidents","E835.3","Dockers, stevedores"
"3126","Water transport accidents","E835.8","Other specified person"
"3127","Water transport accidents","E835.9","Unspecified person"
"3128","Water transport accidents","E836","Machinery accident in water transport"
"3129","Water transport accidents","E836.0","Occupant of small boat"
"3130","Water transport accidents","E836.1","Occupant of other water craft-crew"
"3131","Water transport accidents","E836.2","Occupant of other water craft-other than crew"
"3132","Water transport accidents","E836.3","Dockers, stevedores"
"3133","Water transport accidents","E836.8","Other specified person"
"3134","Water transport accidents","E836.9","Unspecified person"
"3135","Water transport accidents","E837","Explosions, fire, burning in water transport"
"3136","Water transport accidents","E837.0","Occupant of small boat"
"3137","Water transport accidents","E837.1","Occupant of other water craft-crew"
"3138","Water transport accidents","E837.2","Occupant of other water craft-other than crew"
"3139","Water transport accidents","E837.3","Dockers, stevedores"
"3140","Water transport accidents","E837.8","Other specified person"
"3141","Water transport accidents","E837.9","Unspecified person"
"3142","Water transport accidents","E838","Other and unspecified water transport accident"
"3143","Water transport accidents","E838.0","Occupant of small boat"
"3144","Water transport accidents","E838.1","Occupant of other water craft-crew"
"3145","Water transport accidents","E838.2","Occupant of other water craft-other than crew"
"3146","Water transport accidents","E838.3","Dockers, stevedores"
"3147","Water transport accidents","E838.8","Other specified person"
"3148","Water transport accidents","E838.9","Unspecified person"
"3149","Air and space transport accidents","E840","Accident to powered aircraft at take-off or landing"
"3150","Air and space transport accidents","E840.0","Occupant of spacecraft"
"3151","Air and space transport accidents","E840.1","Occupant of military aircraft"
"3152","Air and space transport accidents","E840.2","Occupant of commercial aircraft, crew"
"3153","Air and space transport accidents","E840.3","Other occupant of commercial aircraft"
"3154","Air and space transport accidents","E840.4","Occupant of other and unspecified aircraft"
"3155","Air and space transport accidents","E840.5","Ground crew, airline employee"
"3156","Air and space transport accidents","E840.8","Other specified person"
"3157","Air and space transport accidents","E840.9","Unspecified person"
"3158","Air and space transport accidents","E841","Accident to powered aircraft other and unspecified"
"3159","Air and space transport accidents","E841.0","Occupant of spacecraft"
"3160","Air and space transport accidents","E841.1","Occupant of military aircraft"
"3161","Air and space transport accidents","E841.2","Occupant of commercial aircraft, crew"
"3162","Air and space transport accidents","E841.3","Other occupant of commercial aircraft"
"3163","Air and space transport accidents","E841.4","Occupant of other and unspecified aircraft"
"3164","Air and space transport accidents","E841.5","Ground crew, airline employee"
"3165","Air and space transport accidents","E841.8","Other specified person"
"3166","Air and space transport accidents","E841.9","Unspecified person"
"3167","Air and space transport accidents","E842","Accident to unpowered aircraft"
"3168","Air and space transport accidents","E842.0","Occupant of spacecraft"
"3169","Air and space transport accidents","E842.1","Occupant of military aircraft"
"3170","Air and space transport accidents","E842.2","Occupant of commercial aircraft, crew"
"3171","Air and space transport accidents","E842.3","Other occupant of commercial aircraft"
"3172","Air and space transport accidents","E842.4","Occupant of other and unspecified aircraft"
"3173","Air and space transport accidents","E842.5","Ground crew, airline employee"
"3174","Air and space transport accidents","E842.8","Other specified person"
"3175","Air and space transport accidents","E842.9","Unspecified person"
"3176","Air and space transport accidents","E843","Fall in, on or from aircraft"
"3177","Air and space transport accidents","E843.0","Occupant of spacecraft"
"3178","Air and space transport accidents","E843.1","Occupant of military aircraft"
"3179","Air and space transport accidents","E843.2","Occupant of commercial aircraft, crew"
"3180","Air and space transport accidents","E843.3","Other occupant of commercial aircraft"
"3181","Air and space transport accidents","E843.4","Occupant of other and unspecified aircraft"
"3182","Air and space transport accidents","E843.5","Ground crew, airline employee"
"3183","Air and space transport accidents","E843.8","Other specified person"
"3184","Air and space transport accidents","E843.9","Unspecified person"
"3185","Air and space transport accidents","E844","Other specified air transport accidents"
"3186","Air and space transport accidents","E844.0","Occupant of spacecraft"
"3187","Air and space transport accidents","E844.1","Occupant of military aircraft"
"3188","Air and space transport accidents","E844.2","Occupant of commercial aircraft, crew"
"3189","Air and space transport accidents","E844.3","Other occupant of commercial aircraft"
"3190","Air and space transport accidents","E844.4","Occupant of other and unspecified aircraft"
"3191","Air and space transport accidents","E844.5","Ground crew, airline employee"
"3192","Air and space transport accidents","E844.8","Other specified person"
"3193","Air and space transport accidents","E844.9","Unspecified person"
"3194","Air and space transport accidents","E845","Accident involving spacecraft"
"3195","Air and space transport accidents","E845.0","Occupant of spacecraft"
"3196","Air and space transport accidents","E845.1","Occupant of military aircraft"
"3197","Air and space transport accidents","E845.2","Occupant of commercial aircraft, crew"
"3198","Air and space transport accidents","E845.3","Other occupant of commercial aircraft"
"3199","Air and space transport accidents","E845.4","Occupant of other and unspecified aircraft"
"3200","Air and space transport accidents","E845.5","Ground crew, airline employee"
"3201","Air and space transport accidents","E845.8","Other specified person"
"3202","Air and space transport accidents","E845.9","Unspecified person"
"3203","Accidental poisoning by drugs and medicaments","E850","Accidental poisoning by antibiotics and other anti-infectives"
"3204","Accidental poisoning by drugs and medicaments","E850.0","Penicillin, any"
"3205","Accidental poisoning by drugs and medicaments","E850.1","Antifungal antibiotics"
"3206","Accidental poisoning by drugs and medicaments","E850.2","Chloramphenicol"
"3207","Accidental poisoning by drugs and medicaments","E850.3","Erythromycins, streptomycins, tetracyclines"
"3208","Accidental poisoning by drugs and medicaments","E850.4","Other antibiotics"
"3209","Accidental poisoning by drugs and medicaments","E850.5","Sulphonamides"
"3210","Accidental poisoning by drugs and medicaments","E850.6","Arsenic anti-infectives"
"3211","Accidental poisoning by drugs and medicaments","E850.7","Silver and its compounds"
"3212","Accidental poisoning by drugs and medicaments","E850.8","Quinoline and hydroxyquinoline derivatives"
"3213","Accidental poisoning by drugs and medicaments","E850.9","Other anti-infectives"
"3214","Accidental poisoning by drugs and medicaments","E851","Accidental poisoning by hormones and synthetic substitutes"
"3215","Accidental poisoning by drugs and medicaments","E851.0","Adrenals"
"3216","Accidental poisoning by drugs and medicaments","E851.1","Androgens and anabolic congeners"
"3217","Accidental poisoning by drugs and medicaments","E851.2","Oestrogens"
"3218","Accidental poisoning by drugs and medicaments","E851.3","Insulin and antidiabetic agents"
